ticker,name,market_cap,sector,industry,website,employees,price,sma50,sma200,disparity_200,rsi14,rsi14_prev,rsi14_min_10,bb_upper,bb_lower,vol_ratio,tenkan,kijun,cloud_top,cloud_bot,c1_below_sma200,c4_bb_signal,c5_volume,c6a_tenkan_cross,c6b_below_cloud,c6c_cloud_breakout,c6d_inside_cloud,shares
HBAN,Huntington Bancshares,34325466271.0,Financial Services,Banks - Regional,https://www.huntington.com,20424.0,16.85,16.443,16.55,1.814,62.793,58.627,50.395,17.109,14.76,0.966,16.405,15.98,17.339,16.816,False,False,False,False,False,False,True,2037119660
BA,Boeing,175541863993.0,Industrials,Aerospace & Defense,https://www.boeing.com,182000.0,223.38,219.822,219.395,1.816,58.446,54.694,50.242,232.064,184.747,1.387,218.58,208.98,233.94,226.72,False,False,False,False,True,False,False,785844140
MET,MetLife,50912365935.0,Financial Services,Insurance - Life,https://www.metlife.com,46000.0,78.08,73.233,76.668,1.842,69.695,67.204,49.991,78.685,65.869,1.304,74.615,72.97,75.625,73.64,False,False,False,False,False,False,False,652053867
LOW,Lowe's,140979031426.0,Consumer Cyclical,Home Improvement Retail,https://corporate.lowes.com,167000.0,251.72,253.147,247.064,1.884,57.46,49.194,38.817,252.567,224.218,1.474,242.42,239.835,265.979,261.435,False,False,False,True,True,False,False,560062893
LVS,Las Vegas Sands,38250953682.0,Consumer Cyclical,Resorts & Casinos,https://www.sands.com,41000.0,57.64,55.204,56.511,1.998,64.749,61.07,44.74,57.262,51.353,1.211,55.76,54.89,58.897,54.8,False,False,False,False,False,False,True,663618211
EQR,Equity Residential,23484611387.0,Real Estate,REIT - Residential,https://www.equityapartments.com,2400.0,62.68,60.97,61.34,2.184,63.495,51.695,51.695,62.626,56.814,1.334,61.475,59.936,61.905,61.473,False,False,False,False,False,True,False,374674719
DOC,Healthpeak Properties,12076608184.0,Real Estate,REIT - Healthcare Facilities,https://www.healthpeak.com,411.0,17.37,16.876,16.98,2.298,60.943,56.187,42.728,17.259,16.129,0.913,16.871,16.82,16.997,16.615,False,False,False,True,False,True,False,695256660
TECH,Bio-Techne,9266728485.0,Healthcare,Biotechnology,https://www.bio-techne.com,3100.0,59.23,56.056,57.88,2.333,65.076,59.353,49.246,59.503,49.335,0.973,56.525,54.345,61.967,58.157,False,False,False,False,False,False,True,156453292
PKG,Packaging Corporation of America,18997675104.0,Consumer Cyclical,Packaging & Containers,https://www.packagingcorp.com,16800.0,213.39,220.509,208.465,2.362,51.999,44.027,35.002,215.813,202.531,0.962,209.365,211.012,226.758,225.719,False,False,False,False,True,False,False,89027954
ES,Eversource Energy,26027290141.0,Utilities,Utilities - Regulated Electric,https://www.eversource.com,10731.0,69.25,70.873,67.605,2.434,46.477,46.005,42.433,70.851,66.699,0.656,69.615,70.445,72.174,70.213,False,False,False,False,True,False,False,375845345
LLY,Lilly (Eli),828169129063.0,Healthcare,Drug Manufacturers - General,https://www.lilly.com,50000.0,927.03,973.141,903.407,2.615,46.716,39.846,39.846,962.352,877.901,1.113,925.985,940.165,1048.83,1024.886,False,False,False,False,True,False,False,893357420
CL,Colgate-Palmolive,68845527326.0,Consumer Defensive,Household & Personal Products,https://www.colgatepalmolive.com,33600.0,85.81,90.175,83.602,2.641,48.579,38.679,32.443,86.377,83.111,1.045,84.5,87.04,94.275,87.414,False,False,False,False,True,False,False,802301915
FAST,Fastenal,52555485048.0,Industrials,Industrial Distribution,https://www.fastenal.com,21763.0,45.78,45.975,44.548,2.765,49.609,44.187,42.452,48.726,42.9,1.026,46.595,46.57,46.665,44.045,False,False,False,False,False,False,True,1148000984
GE,GE Aerospace,317764026856.0,Industrials,Aerospace & Defense,https://www.geaerospace.com,57000.0,304.13,312.07,295.9,2.781,50.332,47.155,43.48,320.958,270.782,1.337,301.13,294.965,326.587,318.811,False,False,False,True,True,False,False,1044829602
CRH,CRH plc,78212858459.0,Basic Materials,Building Materials,https://www.crh.com,83032.0,117.05,112.918,113.689,2.956,61.39,57.119,46.692,121.207,96.99,0.971,112.195,109.785,116.484,113.293,False,False,False,False,False,True,False,668200414
JPM,JPMorgan Chase,831422055000.0,Financial Services,Banks - Diversified,https://www.jpmorganchase.com,320079.0,310.29,298.16,300.844,3.14,62.054,61.766,54.287,318.931,277.458,1.078,303.8,296.289,306.591,296.047,False,False,False,False,False,False,False,2679500000
SO,Southern Company,106541510869.0,Utilities,Utilities - Regulated Electric,https://www.southerncompany.com,29502.0,94.51,95.319,91.578,3.202,42.295,44.241,42.295,98.41,93.205,1.009,95.9,96.37,94.684,91.318,False,False,False,False,False,False,True,1127304104
LYV,Live Nation Entertainment,36760588908.0,Communication Services,Entertainment,https://www.livenationentertainment.com,17700.0,156.56,156.476,151.602,3.271,48.884,53.236,48.164,167.89,144.593,1.294,160.985,156.275,156.787,152.48,False,False,False,False,False,False,True,234801922
IR,Ingersoll Rand,33600823885.0,Industrials,Specialty Industrial Machinery,https://www.irco.com,21000.0,85.8,87.924,82.986,3.391,53.058,48.768,37.043,88.974,76.075,2.028,83.565,82.555,90.342,89.785,False,False,True,True,True,False,False,391617994
DRI,Darden Restaurants,23029553053.0,Consumer Cyclical,Restaurants,https://www.darden.com,197924.0,201.07,203.012,194.462,3.398,54.284,49.076,38.394,202.408,188.679,0.68,195.405,198.139,204.297,199.778,False,False,False,False,False,False,True,114535003
MSI,Motorola Solutions,73455347918.0,Technology,Communication Equipment,https://www.motorolasolutions.com,23000.0,441.96,451.588,427.07,3.486,47.375,49.477,40.101,457.557,427.573,1.484,440.74,450.446,457.322,431.48,False,False,False,False,False,False,True,166203611
CMCSA,Comcast,106324339971.0,Communication Services,Telecom Services,https://corporate.comcast.com,179000.0,29.63,29.77,28.611,3.563,60.162,57.522,33.126,29.338,27.371,0.899,28.63,28.958,30.903,29.48,False,False,False,False,False,False,True,3588401619
WY,Weyerhaeuser,18148642469.0,Real Estate,REIT - Specialty,https://www.weyerhaeuser.com,9517.0,25.17,24.597,24.251,3.791,59.572,50.66,48.716,25.456,22.898,1.451,24.505,23.8,25.103,24.677,False,False,False,False,False,True,False,721042609
WSM,"Williams-Sonoma, Inc.",23647298776.0,Consumer Cyclical,Specialty Retail,https://www.williams-sonomainc.com,19800.0,198.69,193.696,191.022,4.014,62.739,54.499,41.809,197.459,171.317,1.18,190.838,189.344,198.509,195.162,False,False,False,False,False,True,False,119016049
CVS,CVS Health,99068020352.0,Healthcare,Healthcare Plans,https://www.cvshealth.com,219000.0,77.3,76.048,74.207,4.168,55.247,53.744,46.856,80.856,68.164,1.098,77.17,74.535,77.905,77.345,False,False,False,False,True,False,False,1281604403
BDX,Becton Dickinson,45099342691.0,Healthcare,Medical Instruments & Supplies,https://www.bd.com,70000.0,158.54,164.491,152.125,4.217,51.141,40.761,38.233,158.36,153.27,1.423,156.37,158.115,169.966,168.261,False,False,False,False,True,False,False,284466650
F,Ford Motor Company,50710762481.0,Consumer Cyclical,Auto Manufacturers,https://www.ford.com,169000.0,12.87,12.628,12.318,4.482,61.799,55.234,38.085,12.858,10.978,1.063,12.195,12.075,13.3,13.243,False,False,False,False,True,False,False,3940230185
EXC,Exelon,48109692779.0,Utilities,Utilities - Regulated Electric,https://www.exeloncorp.com,20571.0,47.02,48.016,44.999,4.49,39.558,43.365,39.558,49.997,46.613,1.991,47.94,48.21,47.416,45.958,False,False,True,False,False,False,True,1023175091
OMC,Omnicom Group,22420082742.0,Communication Services,Advertising Agencies,https://www.omc.com,120000.0,78.67,76.826,75.256,4.536,58.146,58.568,43.257,78.31,73.404,0.854,76.845,77.725,79.358,75.992,False,False,False,False,False,False,True,284988976
FOX,Fox Corporation (Class B),13151821054.0,Communication Services,Entertainment,https://www.foxcorporation.com,10400.0,58.53,53.47,55.937,4.636,71.819,69.726,51.31,58.345,50.294,0.569,55.93,54.9,58.155,54.766,False,False,False,False,False,False,False,224702222
XYZ,"Block, Inc.",38416479780.0,Technology,Software - Infrastructure,https://www.block.xyz,10205.0,71.26,59.515,68.06,4.702,72.898,68.92,50.658,69.606,54.29,1.191,65.805,64.02,60.836,60.215,False,False,False,False,False,False,False,539103000
CME,CME Group,104360841854.0,Financial Services,Financial Data & Stock Exchanges,https://www.cmegroup.com,3875.0,287.65,303.006,274.653,4.732,37.458,44.662,37.458,310.942,288.199,1.72,298.58,300.615,305.9,288.772,False,False,False,False,True,False,False,362804943
D,Dominion Energy,54864977635.0,Utilities,Utilities - Regulated Electric,https://www.dominionenergy.com,15200.0,62.42,62.717,59.595,4.741,49.7,50.089,49.476,64.697,59.383,1.364,63.345,62.11,62.643,61.584,False,False,False,False,False,False,True,878964717
AES,AES Corporation,10318146385.0,Utilities,Utilities - Diversified,https://www.aes.com,8336.0,14.47,14.897,13.812,4.767,52.353,53.883,47.172,14.607,13.91,0.861,14.39,14.255,15.88,15.56,False,False,False,False,True,False,False,713071623
EQT,EQT Corporation,36507543520.0,Energy,Oil & Gas E&P,https://www.eqt.com,1523.0,58.48,60.918,55.813,4.779,40.703,40.26,31.406,68.843,54.547,1.259,58.965,62.31,60.415,56.481,False,False,False,False,False,False,True,624274000
CRL,Charles River Laboratories,9072999605.0,Healthcare,Diagnostics & Research,https://www.criver.com,18300.0,183.88,169.173,175.205,4.951,62.438,56.218,50.53,187.211,153.293,0.854,175.835,167.625,187.605,178.535,False,False,False,False,False,False,True,49341960
AIZ,Assurant,11339486437.0,Financial Services,Insurance - Property & Casualty,https://www.assurant.com,14800.0,227.76,222.029,216.986,4.965,61.658,57.205,47.57,227.076,211.747,0.759,223.005,220.225,227.162,226.324,False,False,False,False,False,True,False,49786997
FOXA,Fox Corporation (Class A),13059149210.0,Communication Services,Entertainment,https://www.foxcorporation.com,10400.0,65.07,59.005,61.984,4.979,71.134,69.588,52.677,65.037,55.64,0.657,62.192,60.75,64.397,60.157,False,False,False,False,False,False,False,200693856
UNH,UnitedHealth Group,294658807615.0,Healthcare,Healthcare Plans,https://www.unitedhealthgroup.com,390000.0,324.63,285.408,308.909,5.089,73.373,69.691,52.57,331.948,246.775,0.977,313.01,290.62,309.673,282.24,False,False,False,False,False,False,False,907675839
DUK,Duke Energy,99635080516.0,Utilities,Utilities - Regulated Electric,https://www.duke-energy.com/home,26441.0,128.03,129.104,121.828,5.091,42.889,44.909,42.169,133.638,126.289,0.915,130.03,130.21,128.07,123.394,False,False,False,False,False,False,True,778216672
MO,Altria,107248191402.0,Consumer Defensive,Tobacco,https://www.altria.com,5900.0,64.17,65.828,61.021,5.16,42.019,45.779,42.019,68.201,62.752,0.924,66.005,65.4,66.063,61.573,False,False,False,False,False,False,True,1671313564
NRG,NRG Energy,35621860026.0,Utilities,Utilities - Independent Power Producers,https://www.nrg.com,16702.0,167.73,160.683,159.117,5.413,59.941,61.013,45.91,174.571,137.276,1.39,162.355,157.705,165.225,164.89,False,False,False,False,False,False,False,212376200
IVZ,Invesco,11023418654.0,Financial Services,Asset Management,https://www.invesco.com/corporate/en/home.html,7499.0,24.81,24.733,23.532,5.433,54.719,48.838,37.934,25.09,22.732,1.296,23.485,23.485,25.891,24.734,False,False,False,False,False,False,True,444313529
NSC,Norfolk Southern,67885770193.0,Industrials,Railroads,https://www.norfolksouthern.com,19300.0,302.38,300.185,286.793,5.435,64.158,64.705,43.781,304.297,276.24,1.005,296.665,292.32,305.389,298.259,False,False,False,False,False,False,True,224504829
ACGL,Arch Capital Group,34768666553.0,Financial Services,Insurance - Diversified,https://www.archgroup.com,8000.0,97.59,96.86,92.54,5.457,55.497,53.655,49.969,99.481,92.203,2.447,97.435,95.555,98.4,96.665,False,False,True,False,False,False,True,356272841
BF-B,Brown–Forman,8461148668.0,Consumer Defensive,Beverages - Wineries & Distilleries,https://www.brown-forman.com,5000.0,29.15,27.068,27.638,5.471,62.696,65.291,55.932,31.61,22.185,0.822,28.845,26.925,27.344,27.094,False,False,False,False,False,False,False,290262390
COST,Costco,443603738221.0,Consumer Defensive,Discount Stores,https://www.costco.com,341000.0,999.89,994.894,947.516,5.528,52.261,47.204,41.934,1031.871,955.61,1.252,1000.91,998.41,992.545,939.888,False,False,False,False,False,False,False,443652540
ITW,Illinois Tool Works,78432136972.0,Industrials,Specialty Industrial Machinery,https://www.itw.com,43000.0,272.26,275.231,257.764,5.624,55.291,48.255,39.261,275.981,251.601,1.138,265.545,264.377,279.751,272.134,False,False,False,True,False,False,True,288078076
DG,Dollar General,27898270218.0,Consumer Defensive,Discount Stores,https://www.dollargeneral.com,194000.0,126.68,135.325,119.877,5.675,52.021,47.166,33.912,126.413,114.187,0.915,120.97,127.015,148.929,144.434,False,False,False,False,True,False,False,220226320
WEC,WEC Energy Group,37738813579.0,Utilities,Utilities - Regulated Electric,https://www.wecenergygroup.com,7151.0,115.87,115.153,109.606,5.715,50.623,52.869,46.671,119.257,111.793,0.67,116.91,115.485,114.201,110.365,False,False,False,False,False,False,False,325699608
CNC,Centene Corporation,18770956058.0,Healthcare,Healthcare Plans,https://www.centene.com,61100.0,38.17,38.309,36.079,5.795,56.374,61.109,46.674,39.817,30.725,0.866,37.37,35.545,41.67,40.43,False,False,False,True,True,False,False,491772493
EXR,Extra Space Storage,30699642435.0,Real Estate,REIT - Industrial,https://www.extraspace.com,8393.0,145.36,139.997,137.345,5.836,67.566,61.099,43.047,145.022,124.892,0.969,139.195,136.92,144.569,140.531,False,False,False,True,False,True,False,211197320
CHD,Church & Dwight,22948459107.0,Consumer Defensive,Household & Personal Products,https://www.churchdwight.com,5550.0,96.88,98.246,91.418,5.975,55.549,45.52,34.29,96.566,92.084,0.842,94.56,96.53,101.373,93.679,False,False,False,False,False,False,True,236875094
CINF,Cincinnati Financial,25971571884.0,Financial Services,Insurance - Property & Casualty,https://www.cinfin.com,5705.0,166.82,162.312,157.398,5.986,62.122,55.452,50.288,166.699,153.333,3.221,163.19,160.659,164.966,163.739,False,False,True,False,False,True,False,155686200
AFL,Aflac,58998834117.0,Financial Services,Insurance - Life,https://www.aflac.com,12716.0,114.52,111.401,108.035,6.003,64.353,62.015,52.525,115.343,104.831,1.991,112.34,110.68,112.435,112.224,False,False,True,False,False,True,False,515183672
CVNA,Carvana,55414375301.0,Consumer Cyclical,Auto & Truck Dealerships,https://www.carvana.com,23100.0,387.53,331.557,365.453,6.041,67.249,61.063,49.785,385.037,266.808,1.56,351.105,335.22,393.095,341.76,False,False,True,False,False,False,True,142993769
TXT,Textron,15949199405.0,Industrials,Aerospace & Defense,https://www.textron.com,34000.0,91.61,93.453,86.302,6.15,51.99,47.572,39.787,93.454,85.99,0.758,90.3,89.595,94.962,92.925,False,False,False,True,True,False,False,174098891
HIG,Hartford (The),38458962091.0,Financial Services,Insurance - Diversified,https://www.thehartford.com,19200.0,139.84,137.943,131.671,6.204,58.052,54.068,50.105,141.029,131.844,1.239,138.41,136.125,138.986,135.48,False,False,False,False,False,False,False,275021182
INCY,Incyte,19467597021.0,Healthcare,Biotechnology,https://www.incyte.com,2844.0,97.82,96.973,92.102,6.209,56.486,49.903,47.004,99.226,89.001,1.019,96.575,94.585,103.405,100.072,False,False,False,False,True,False,False,199014486
DGX,Quest Diagnostics,21585706792.0,Healthcare,Diagnostics & Research,https://www.questdiagnostics.com,46000.0,195.02,199.316,183.575,6.234,48.378,40.285,38.7,199.74,190.886,1.119,195.36,196.915,200.894,191.117,False,False,False,False,False,False,True,110684580
EG,Everest Group,14066680415.0,Financial Services,Insurance - Reinsurance,https://www.everestglobal.com,3064.0,351.49,330.024,330.695,6.288,70.657,65.865,52.807,348.468,311.702,0.984,339.025,333.005,326.971,325.17,False,False,False,False,False,False,False,40020144
BAC,Bank of America,384373342005.0,Financial Services,Banks - Diversified,https://www.bankofamerica.com,212134.0,53.91,50.528,50.702,6.327,68.354,66.824,56.99,55.368,45.364,1.124,52.51,50.76,51.998,50.303,False,False,False,False,False,False,False,7129908032
ALL,Allstate,55818415762.0,Financial Services,Insurance - Property & Casualty,https://www.allstate.com,53000.0,216.16,208.51,202.793,6.591,59.175,56.234,53.204,218.468,201.103,0.9,213.385,210.545,208.07,202.913,False,False,False,False,False,False,False,258227312
SYF,Synchrony Financial,27230692497.0,Financial Services,Credit Services,https://www.synchrony.com,20000.0,78.34,69.809,73.439,6.674,75.471,69.113,53.796,77.842,62.597,1.492,73.605,70.895,76.075,68.797,False,False,False,False,False,False,False,347596279
CCEP,Coca-Cola Europacific Partners,43986632009.0,Consumer Defensive,Beverages - Non-Alcoholic,https://www.cocacolaep.com,37003.0,98.8,98.956,92.497,6.814,59.138,52.45,40.126,99.419,89.124,0.851,95.955,96.04,103.028,97.78,False,False,False,False,False,False,True,445208826
EMR,Emerson Electric,82248700000.0,Industrials,Specialty Industrial Machinery,https://www.emerson.com,71000.0,146.35,141.222,136.882,6.917,62.418,54.391,46.703,149.702,120.661,1.231,139.405,135.01,148.33,146.654,False,False,False,False,True,False,False,562000000
XEL,Xcel Energy,50607070608.0,Utilities,Utilities - Regulated Electric,https://www.xcelenergy.com,11534.0,81.08,80.166,75.825,6.93,54.237,54.117,43.06,83.017,76.289,0.901,80.84,79.68,80.257,77.909,False,False,False,False,False,False,False,624162193
KO,Coca-Cola Company (The),325996538904.0,Consumer Defensive,Beverages - Non-Alcoholic,https://www.coca-colacompany.com,65900.0,75.74,77.271,70.812,6.96,46.45,42.862,42.862,77.922,74.069,0.996,76.505,76.25,78.331,74.125,False,False,False,False,False,False,True,4304152877
PPG,PPG Industries,25703274952.0,Basic Materials,Specialty Chemicals,https://www.ppg.com,43500.0,114.85,113.105,107.257,7.079,61.052,57.221,40.589,114.81,98.295,2.494,109.265,107.215,117.047,115.182,False,False,False,False,True,False,False,223798650
WST,West Pharmaceutical Services,19730899105.0,Healthcare,Medical Instruments & Supplies,https://www.westpharma.com,10800.0,273.73,248.373,255.511,7.13,68.796,66.267,57.081,275.141,234.925,1.017,264.995,253.24,257.472,242.6,False,False,False,False,False,False,False,72081610
EA,Electronic Arts,51009214321.0,Communication Services,Electronic Gaming & Multimedia,https://www.ea.com,14500.0,203.83,201.308,190.258,7.133,60.546,57.768,50.814,204.806,200.797,0.821,203.135,201.495,200.455,199.688,False,False,False,False,False,False,False,250253713
VRSN,Verisign,24970259229.0,Technology,Software - Infrastructure,https://www.verisign.com,926.0,274.05,240.873,255.764,7.15,65.664,65.543,58.843,284.979,234.444,0.847,270.655,258.365,231.389,231.233,False,False,False,False,False,False,False,91115706
CMS,CMS Energy,23946739926.0,Utilities,Utilities - Regulated Electric,https://www.cmsenergy.com,8350.0,77.75,76.707,72.526,7.202,51.422,53.677,50.123,80.542,74.39,0.872,78.47,77.275,75.656,73.3,False,False,False,False,False,False,False,307996655
AAPL,Apple Inc.,3967284462200.0,Technology,Consumer Electronics,https://www.apple.com,150000.0,270.23,260.554,251.828,7.307,64.175,57.43,46.9,268.333,244.439,1.388,259.0,258.905,265.204,261.92,False,False,False,True,False,True,False,14681140000
PEP,PepsiCo,215525581952.0,Consumer Defensive,Beverages - Non-Alcoholic,https://www.pepsico.com,306000.0,157.67,159.501,146.755,7.438,53.427,55.218,43.607,159.818,149.449,1.15,155.89,155.305,162.237,152.384,False,False,False,True,False,False,True,1366940965
TRV,Travelers Companies (The),63965650101.0,Financial Services,Insurance - Property & Casualty,https://www.travelers.com,34000.0,300.81,299.372,279.929,7.459,54.902,52.098,48.723,304.742,286.528,1.649,299.33,296.82,300.96,289.506,False,False,True,False,False,False,True,212644693
MCK,McKesson Corporation,106120682129.0,Healthcare,Medical Distribution,https://www.mckesson.com,43000.0,866.38,915.887,806.016,7.489,42.104,42.495,36.376,886.312,851.539,1.089,862.31,902.735,931.065,896.465,False,False,False,False,True,False,False,122487456
LIN,Linde plc,228096505408.0,Basic Materials,Specialty Chemicals,https://www.linde.com,65177.0,492.23,489.551,457.531,7.584,48.152,53.876,48.152,510.506,481.028,1.237,496.0,491.335,482.739,464.804,False,False,False,False,False,False,False,463394156
SRE,Sempra,61426326915.0,Utilities,Utilities - Diversified,https://www.sempra.com,15938.0,94.02,94.151,87.351,7.635,42.81,49.567,42.81,100.473,92.414,1.381,96.985,96.1,91.946,90.052,False,False,False,False,False,False,False,653332556
RF,Regions Financial Corporation,24031916703.0,Financial Services,Banks - Regional,https://www.regions.com,19910.0,28.13,27.493,26.125,7.675,63.227,61.356,52.328,28.763,24.538,1.037,27.565,26.685,28.41,27.781,False,False,False,False,False,False,True,854316271
DTE,DTE Energy,30575972637.0,Utilities,Utilities - Regulated Electric,https://www.dteenergy.com,9650.0,146.98,145.126,136.481,7.693,51.787,51.75,50.997,151.226,141.6,0.919,148.235,146.41,144.52,139.53,False,False,False,False,False,False,False,208028117
APD,Air Products,64973249694.0,Basic Materials,Specialty Chemicals,https://www.airproducts.com,21087.0,291.81,284.447,270.7,7.798,53.154,63.009,53.154,303.321,279.795,0.951,291.25,288.143,276.009,267.721,False,False,False,False,False,False,False,222656008
HCA,HCA Healthcare,109101655408.0,Healthcare,Medical Care Facilities,https://www.hcahealthcare.com,230000.0,488.0,510.678,452.481,7.85,45.141,41.71,41.142,508.715,464.779,1.01,495.98,507.457,528.159,506.417,False,False,False,False,True,False,False,223568966
MNST,Monster Beverage,75024950008.0,Consumer Defensive,Beverages - Non-Alcoholic,https://www.monsterbevcorp.com,5773.0,76.72,77.664,71.112,7.887,56.3,50.657,38.389,76.975,70.774,0.961,74.505,74.72,80.365,80.365,False,False,False,False,True,False,False,977906022
ED,Consolidated Edison,40581600247.0,Utilities,Utilities - Regulated Electric,https://www.conedison.com,15407.0,110.15,111.721,102.027,7.962,42.183,43.451,42.183,116.09,108.236,1.079,111.94,112.22,110.536,105.278,False,False,False,False,False,False,True,368421246
YUM,Yum! Brands,44958247437.0,Consumer Cyclical,Restaurants,https://www.yum.com,49000.0,162.79,160.081,150.579,8.109,58.597,51.092,47.821,164.015,152.787,0.853,159.905,158.59,162.092,158.475,False,False,False,True,False,False,False,276173275
CPAY,Corpay,22130409134.0,Technology,Software - Infrastructure,https://www.corpay.com,11800.0,334.64,318.772,309.481,8.129,67.582,66.412,44.505,331.647,272.659,1.352,319.025,312.36,325.405,323.922,False,False,False,True,False,True,False,66131990
FFIV,"F5, Inc.",17570146398.0,Technology,Software - Infrastructure,https://www.f5.com,6512.0,310.87,286.288,287.444,8.15,61.674,60.197,49.384,313.962,278.168,0.827,299.67,296.26,279.095,276.582,False,False,False,False,False,False,False,56519273
PPL,PPL Corporation,29349482085.0,Utilities,Utilities - Regulated Electric,https://www.pplweb.com,6546.0,39.02,37.842,36.009,8.363,56.93,62.217,56.93,40.444,36.467,1.019,39.35,38.32,37.4,36.432,False,False,False,False,False,False,False,752165097
UNP,Union Pacific Corporation,149096368262.0,Industrials,Railroads,https://www.up.com,29287.0,251.14,251.503,231.603,8.436,57.711,57.595,51.262,255.503,234.296,1.59,249.71,243.905,253.903,243.488,False,False,False,False,False,False,True,593678300
NOC,Northrop Grumman,94488979356.0,Industrials,Aerospace & Defense,https://www.northropgrumman.com,95000.0,665.26,707.623,613.401,8.454,36.811,39.613,36.811,706.035,664.041,0.993,680.775,704.955,733.851,668.349,False,False,False,False,True,False,False,142033159
EXPD,Expeditors International,19588544231.0,Industrials,Integrated Freight & Logistics,https://www.expeditors.com,19800.0,147.3,146.669,135.736,8.519,55.403,54.784,45.468,147.953,140.285,1.171,145.255,143.55,148.39,146.377,False,False,False,False,False,False,True,132984007
ADM,Archer Daniels Midland,32306247504.0,Consumer Defensive,Farm Products,https://www.adm.com,40798.0,67.04,69.397,61.72,8.62,40.15,44.947,37.649,75.0,66.112,1.047,69.875,69.63,67.573,64.106,False,False,False,False,False,False,True,481895100
MGM,MGM Resorts,9872422548.0,Consumer Cyclical,Resorts & Casinos,https://www.mgmresorts.com,60000.0,38.59,36.556,35.525,8.628,59.766,59.285,50.195,38.77,35.496,0.964,37.975,37.7,35.778,35.695,False,False,False,False,False,False,False,255828519
PCG,PG&E Corporation,38010323345.0,Utilities,Utilities - Regulated Electric,https://www.pgecorp.com,29010.0,17.26,17.853,15.886,8.647,41.604,43.232,41.604,18.458,16.784,0.953,17.97,17.936,17.767,16.916,False,False,False,False,False,False,True,2202220356
STZ,Constellation Brands,28136856945.0,Consumer Defensive,Beverages - Brewers,https://www.cbrands.com,,162.28,155.471,149.354,8.654,60.057,64.516,45.752,168.247,143.709,0.988,159.125,157.62,153.963,151.827,False,False,False,False,False,False,False,173384625
DECK,Deckers Brands,15969371738.0,Consumer Cyclical,Footwear & Accessories,https://www.deckers.com,5500.0,112.5,108.088,103.425,8.774,62.974,56.826,45.568,113.634,92.153,0.934,106.65,103.215,110.163,109.645,False,False,False,False,False,True,False,141949971
HSIC,Henry Schein,9045588860.0,Healthcare,Medical Distribution,https://www.henryschein.com,25000.0,78.83,77.003,72.398,8.885,63.241,57.563,45.103,78.374,71.232,1.024,76.76,75.6,81.185,80.145,False,False,False,True,True,False,False,114748051
L,Loews Corporation,22912233172.0,Financial Services,Insurance - Property & Casualty,https://www.loews.com,13100.0,111.35,108.875,101.951,9.219,62.777,56.937,51.862,112.057,104.061,1.187,109.59,107.815,109.876,107.928,False,False,False,False,False,False,False,205767698
TFC,Truist Financial,62757863159.0,Financial Services,Banks - Regional,https://www.truist.com,37877.0,50.57,48.608,46.28,9.271,65.479,60.198,56.718,51.814,42.954,1.327,49.32,47.235,50.274,49.115,False,False,False,False,False,True,False,1241009752
LNT,Alliant Energy,18810276257.0,Utilities,Utilities - Regulated Electric,https://www.alliantenergy.com,2948.0,72.83,71.154,66.546,9.444,58.034,57.648,53.763,74.543,68.82,0.911,72.885,71.255,70.26,68.002,False,False,False,False,False,False,False,258276483
CNP,CenterPoint Energy,28129019535.0,Utilities,Utilities - Regulated Electric,https://www.centerpointenergy.com,8794.0,43.0,42.752,39.256,9.537,50.411,52.632,44.782,44.246,41.58,1.175,43.4,43.015,42.361,40.662,False,False,False,False,False,False,False,654163245
BIIB,Biogen,26027624941.0,Healthcare,Drug Manufacturers - General,https://www.biogen.com,7500.0,177.35,186.072,161.725,9.661,45.746,44.076,36.275,190.691,170.54,0.926,176.1,180.46,188.208,181.385,False,False,False,False,True,False,False,146758528
ATO,Atmos Energy,30860980987.0,Utilities,Utilities - Regulated Gas,https://www.atmosenergy.com,5487.0,186.54,183.392,170.047,9.699,51.693,55.675,51.534,192.617,179.455,0.903,188.14,185.915,180.841,175.323,False,False,False,False,False,False,False,165438946
AKAM,Akamai Technologies,14117218073.0,Technology,Software - Infrastructure,https://www.akamai.com,11000.0,95.89,104.539,87.394,9.721,41.416,42.163,31.905,128.545,87.599,0.844,102.925,104.81,102.038,99.02,False,True,False,False,True,False,False,147223048
MTB,M&T Bank,32143970430.0,Financial Services,Banks - Regional,https://www.mtb.com,21866.0,218.79,214.984,199.349,9.752,59.165,56.791,56.621,226.787,195.384,1.191,217.115,208.84,217.794,214.46,False,False,False,False,False,False,False,146917000
PFE,Pfizer,156771094915.0,Healthcare,Drug Manufacturers - General,https://www.pfizer.com,75000.0,27.56,27.227,25.099,9.807,53.269,49.356,46.002,28.356,26.471,0.837,27.18,27.595,26.768,26.18,False,False,False,False,False,False,False,5688356129
AEE,Ameren,31181584313.0,Utilities,Utilities - Regulated Electric,https://www.amereninvestors.com,8913.0,112.71,109.958,102.447,10.017,57.862,56.377,50.588,114.984,106.074,1.105,112.81,110.595,109.01,105.051,False,False,False,False,False,False,False,276653219
EVRG,Evergy,18968505353.0,Utilities,Utilities - Regulated Electric,https://investors.evergy.com,4691.0,82.37,81.338,74.812,10.102,53.186,51.04,48.303,84.642,78.868,1.191,83.15,81.71,81.305,77.665,False,False,False,False,False,False,False,230284149
